date,position,currency,total,locked
2020-04-15T11:42:11.737348,Max 1,BCNT,0.0,0.0
2020-04-15T11:42:11.737348,Max 1,USDT,0.0,0.0
2020-04-15T11:42:11.737348,Max 1,TWD,0.0,0.0
2020-04-15T11:42:11.737348,Max 2,BCNT,0.0,0.0
2020-04-15T11:42:11.737348,Max 2,USDT,0.0,0.0
2020-04-15T11:42:11.737348,Max 2,TWD,0.0,0.0
2020-04-15T11:42:11.737348,Bithumb,BCNT,0.0,0.0
2020-04-15T11:42:11.737348,Bithumb,USDT,0.0,0.0
2020-04-15T11:42:11.737348,Bithumb,TWD,0.0,0.0
